Diameter (m),x (m),y (m),z (m)
0.0537873,8.02673,0.349844,0.505808
0.0516975,22.0772,17.6479,2.58637
0.0793747,1.37393,6.25012,9.15034
0.179924,36.8146,35.1472,9.75923
0.0693797,7.76624,26.2152,9.87042
0.191201,19.4412,42.521,9.5923
0.0790979,23.014,20.1045,7.85331
0.08969,35.7918,3.74959,8.5716
0.0989345,45.5462,18.3863,9.03542
0.174249,44.2676,0.744007,2.31174
0.0547745,46.5057,32.0409,1.54621
0.0671963,29.598,2.71314,2.42108
0.0987458,25.7967,20.5936,1.91354
0.0613052,5.99717,32.497,3.30513
0.0626811,5.53311,36.4786,8.67743
0.0762791,41.4966,45.0171,5.37054
0.0613076,39.1942,8.88056,5.07615
0.090386,14.7661,1.11999,9.22227
0.0618387,35.7759,4.56306,5.42992
0.0884214,20.5843,10.1521,6.55415
0.0514038,29.4755,5.52478,4.48056
0.078639,40.6484,25.7219,6.10682
0.119877,28.6247,37.7731,8.71322
0.0784524,42.5453,33.186,9.79909
0.0600759,20.6605,12.7325,4.0727
0.0563558,23.9024,16.6817,7.20036
0.0913079,27.9814,46.3597,1.13904
0.14664,3.09596,32.2291,8.95942
0.0540066,14.0794,25.2589,4.92465
0.0547638,39.6952,46.3067,3.63894
0.131922,32.3718,33.445,0.737005
0.0670705,31.9474,43.33,3.11558
0.0527385,17.1197,3.3876,9.85517
0.106788,16.764,11.3481,6.4031
0.12041,46.9145,38.0748,9.49586
0.0640833,23.8828,23.8536,4.18623
0.0550938,8.65044,5.98582,8.13486
0.0788956,19.027,14.07,0.181224
0.106978,20.0245,39.1812,8.02205
0.0655547,11.0312,8.78478,0.468259
0.107365,39.6572,41.1725,6.94141
0.0558348,9.25832,19.1174,9.05446
0.0693389,38.3963,38.2904,6.12609
0.0511306,48.3947,48.3651,2.20571
0.0980926,0.137441,30.8965,8.65808
0.0644289,42.452,35.9792,1.27998
0.096506,27.7383,32.256,0.6364
0.0854326,18.3353,24.7069,1.97321
0.0605362,14.378,28.3716,1.98158
0.140786,11.3914,46.6676,0.0129825
0.0560618,45.209,32.516,3.72494
0.0650503,44.8524,14.2998,0.179651
0.187032,42.2024,29.7091,7.18075
0.0691445,1.47981,7.2493,6.20479
0.0594574,13.2618,48.6503,8.68147
0.0685559,40.69,35.9808,8.29107
0.123811,28.9103,46.4672,2.66759
0.101565,13.4445,24.0784,9.79177
0.0967886,40.1408,24.5794,3.71911
0.073807,11.65,20.9422,3.84571
0.0653202,45.4104,14.0013,1.75217
0.183125,17.5084,27.4288,9.79085
0.095738,35.1721,15.1937,7.95997
0.203059,0.107787,34.9035,6.261
0.116407,33.4656,20.3681,3.17416
0.0647258,29.2728,19.8689,2.97881
0.0646202,21.6964,42.5652,2.10915
0.114362,31.4406,37.4906,7.94967
0.0542348,22.0824,44.3592,5.54324
0.0646615,8.95669,36.5068,6.95045
0.0692978,29.647,4.85148,2.83664
0.108002,31.8229,1.15555,9.89632
0.0533846,26.4638,23.6389,4.45875
0.0539032,45.1714,36.3141,1.60111
0.0703593,21.5705,1.48634,2.28199
0.210823,24.6185,23.8401,6.73493
0.107549,34.9842,23.8741,5.04458
0.0656879,28.0622,22.7507,7.21298
0.149099,23.486,36.3549,3.10153
0.0570501,7.56482,15.3452,2.23363
0.0983374,5.79735,47.1136,5.25848
0.0532476,2.58868,11.2427,0.314039
0.113962,3.26138,8.13659,3.72628
0.0556302,25.394,33.6725,9.4576
0.204244,39.8806,16.2388,7.70769
0.065018,18.6479,21.7936,9.24055
0.0687907,26.1306,30.5818,1.49186
0.0620174,19.2278,47.5308,9.1415
0.106556,47.7247,10.8983,9.13003
0.102347,0.312895,32.2157,4.9223
0.0594163,43.0908,3.8706,5.77457
0.0879238,3.17542,5.98807,8.39951
0.0534634,17.942,32.3563,6.4758
0.0505228,6.38242,24.1503,3.86556
0.0525614,15.818,37.2595,3.15377
0.0546695,38.4166,25.8209,7.07407
0.0723984,46.6758,23.9123,4.6553
0.0681438,27.3056,36.8636,8.66658
0.0992937,49.6941,7.80991,3.94553
0.0710038,29.9356,25.2836,2.9502
0.0992959,10.0022,34.916,8.62156
0.160772,46.1234,14.7211,6.32937
0.0896988,30.8923,2.5914,3.46715
0.0889298,7.68825,2.24492,8.9517
0.0584536,27.9393,13.335,6.93474
0.210733,14.9864,42.8543,3.65733
0.0616643,37.9843,13.0305,8.95427
0.0813909,33.2142,16.944,4.23418
0.0535603,5.55359,10.6938,7.53465
0.0631618,29.8343,24.9185,4.90491
0.245133,35.5351,9.16054,7.19412
0.109066,5.6893,5.86652,3.90953
0.130256,20.98,42.6885,1.91053
0.0848818,40.8483,15.627,6.76264
0.091362,14.3551,11.8301,0.188806
0.0634753,5.47148,39.3552,2.2391
0.0573576,44.7036,1.98882,1.50726
0.108701,32.1817,5.48704,3.69277
0.140548,34.3635,30.0345,8.19081
0.0601232,43.1881,4.71806,7.75956
0.109569,16.727,38.1769,4.77767
0.0794869,15.8667,37.7885,0.608981
0.0980216,36.1581,34.6079,1.98234
0.179829,26.5243,13.0173,8.41575
0.0950909,31.123,8.87545,3.10999
0.055758,2.94592,25.2242,7.98407
0.0516668,9.10764,7.56038,0.600383
0.15069,8.89912,30.3517,0.296701
0.0510995,22.3575,32.6263,7.51125
0.0518473,11.4943,14.7288,5.22829
0.0799266,38.8054,43.8923,6.73224
0.0934783,22.2714,44.9461,4.89742
0.162173,39.4858,43.862,4.27201
0.148947,28.3227,11.1343,2.30415
0.0576355,29.8335,15.3146,7.19149
0.403075,46.8719,22.2734,8.48365
0.0606015,35.2665,12.3018,3.97934
0.0870056,18.1493,31.8938,6.41151
0.134666,25.5889,32.5347,4.99708
0.0502853,29.234,39.2488,7.0666
0.0613752,35.4416,47.7801,6.02908
0.106959,21.92,1.50776,6.73455
0.0520984,49.0028,13.6419,1.78865
0.0663523,31.9367,36.18,2.53174
0.0890765,31.1252,29.9303,7.24334
0.0501435,28.9236,22.4138,0.988812
0.0585355,11.2549,5.37278,6.60689
0.0687855,26.3274,22.6138,3.30681
0.0535341,35.5289,13.6451,8.67513
0.0673301,15.3859,20.569,7.52039
0.0575719,43.9665,11.0527,2.56496
0.0592612,49.2351,9.39007,3.97054
0.0699874,2.53263,41.5813,9.85774
0.052905,5.62999,42.7893,6.40759
0.0544333,33.0552,45.1962,7.0778
0.0658217,46.0207,22.9819,4.76131
0.0665593,36.972,36.3899,6.90817
0.0611168,33.5563,48.5342,8.04326
0.079185,30.4724,17.6613,9.06793
0.0934821,29.2439,40.3387,1.96543
0.075706,28.901,10.6153,7.15912
0.0692112,32.1644,40.559,5.96091
0.103261,23.2382,40.7065,9.58075
0.0638894,18.5742,35.6619,1.20389
0.0562576,22.6073,11.0999,8.91034
0.127415,31.0405,17.0814,1.19737
0.115581,30.4686,21.16,0.772993
0.144309,12.1328,28.252,3.08966
0.0694931,29.5673,37.3196,3.46269
0.0710459,28.6716,27.217,1.26671
0.055822,12.3643,49.2225,5.88229
0.0520681,43.7507,25.0555,2.53446
0.0753223,2.8583,32.2419,2.35114
0.0611561,2.26131,30.0194,0.526836
0.0683193,49.9425,49.8234,0.512131
0.0593998,23.4462,33.069,1.28807
0.0899246,43.2865,22.9696,1.00934
0.0526341,24.9734,8.41776,7.45331
0.0812306,16.8964,38.4631,6.79542
0.0934776,49.4948,30.6528,8.07098
0.0529413,46.7946,6.87648,4.15666
0.0527977,45.8437,8.04171,3.49479
0.0674548,45.4479,30.9753,4.26983
0.0547319,19.4235,19.9734,7.78343
0.0641707,19.6143,12.0784,5.70952
0.0582804,13.7113,34.2947,2.11546
0.146465,6.03102,6.24452,6.32916
0.0729143,19.745,21.8469,4.82995
0.0553761,17.9602,7.16234,0.920725
0.0528784,35.0513,28.9629,7.1533
0.0594859,30.805,42.4142,9.89985
0.0741297,33.9505,8.10162,3.90646
0.0549768,21.0147,21.9377,2.81732
0.068493,43.095,37.9299,6.80269
0.0558233,15.7191,30.5614,6.01413
0.0506661,22.6965,20.0328,1.2159
0.0518928,31.4457,0.154561,4.985
0.0778554,41.8813,36.7487,1.14714
0.0749601,15.4245,47.0118,9.80875
0.0532967,1.59381,43.8927,4.70519
0.0576198,46.2059,27.7725,3.29437
0.0510395,32.8762,44.2291,4.13333
0.0951984,24.8503,14.5345,5.09381
0.050125,26.03,21.9436,4.16398
0.0538961,9.56086,21.5253,8.94647
0.0729952,18.9086,33.2464,0.648538
0.0872295,27.1132,11.9337,9.48841
0.0731127,12.0786,43.1893,1.53332
0.0548934,8.72885,11.5182,8.0224
0.0556488,1.14528,49.2675,7.21357
0.0699624,27.6574,29.3506,8.05987
0.115461,25.801,35.6288,7.87329
0.0523666,18.0862,43.7477,5.6749
0.0801795,43.2776,34.2072,6.71289
0.0761915,28.0694,34.8514,6.73454
0.0694695,28.237,4.65899,8.53418
0.0513175,49.6895,0.927839,3.50582
0.054316,42.1553,47.692,8.60946
0.0609244,26.448,8.81844,4.96405
0.056872,44.0501,8.84244,0.308099
0.0907459,35.5114,21.476,8.77331
0.0541978,18.5211,8.83451,7.10558
0.052431,25.9521,1.66082,2.65616
0.0511039,31.2341,39.7289,2.97525
0.0726938,26.7474,34.1962,3.65425
0.0536657,9.50283,42.8795,5.39715
0.165293,44.5547,11.0309,0.264116
0.0638414,8.93634,19.9023,9.27052
0.0598267,7.5943,44.002,5.89497
0.105244,6.2304,39.062,1.77477
0.110301,11.5645,41.9898,0.095169
0.0552247,19.1989,7.49095,6.37111
0.189057,25.6227,49.3595,5.0767
0.057141,12.2871,8.34683,9.81905
0.0811543,31.8955,16.7191,7.28511
0.0593045,44.5332,27.7832,3.19857
0.0604741,15.0859,37.6432,1.75309
0.0501656,43.0343,3.9481,7.31416
0.0554913,29.8389,1.76639,6.37614
0.0801914,16.8455,44.8983,6.04075
0.0922586,21.1849,2.8745,4.98597
0.139757,28.8766,36.5019,6.56842
0.106016,12.7638,45.6505,6.65199
0.0761488,48.1995,20.9699,9.74954
0.125916,37.8424,27.5184,1.49901
0.0868413,11.5012,25.4395,3.42508
0.0919188,37.1111,46.35,4.72398
0.0686374,20.4956,12.6628,0.482739
0.0799102,27.9878,0.944939,0.643858
0.112989,20.278,42.1894,7.76755
0.0535238,6.09456,36.5223,2.01626
0.06066,2.51722,14.5433,9.14975
0.102101,30.0184,28.9664,1.24226
0.0548797,44.7912,25.8,3.30584
0.0677811,7.16025,47.388,0.602491
0.187796,33.5982,2.66084,8.44122
0.256396,34.9383,30.4056,5.22926
0.0523131,0.0450228,36.2486,6.22483
0.0866485,2.31306,5.98899,1.75921
0.0942327,14.486,5.69649,6.411
0.100508,42.0595,33.7066,6.57917
0.0723818,3.48886,12.626,5.35749
0.0679383,31.4459,5.56101,9.97976
0.073511,25.5091,43.4499,5.48456
0.139824,27.5632,13.0497,6.76788
0.0747293,24.1086,21.8472,8.9348
0.0501017,8.94397,28.3606,6.78638
0.141341,9.05378,5.96407,4.58276
0.0640797,37.6704,30.7848,1.24915
0.0589984,40.3401,19.9245,9.12451
0.0562447,12.2118,5.48987,6.27517
0.0750186,45.9034,22.9299,1.00567
0.105456,17.3161,13.9101,9.781
0.0601345,44.1952,47.5497,3.16054
0.0787881,17.3242,16.0454,0.977592
0.12488,27.0905,39.3213,9.34664
0.170654,17.5577,2.26403,3.5371
0.116479,7.9552,1.38912,3.21143
0.0924856,36.4764,21.2726,4.3888
0.158505,48.7999,44.2614,2.69379
0.113537,18.021,41.6294,4.01899
0.0795907,34.0529,5.40872,9.83489
0.0523519,16.7677,9.80284,1.76002
0.102135,25.0422,15.2306,4.62922
0.0778481,12.427,20.9353,4.78277
0.0541097,47.188,10.3831,6.22102
0.0513403,35.1644,1.63886,7.75407
0.0659916,35.4497,49.9926,4.23589
0.0717932,8.18794,49.0435,9.59454
0.0728604,37.2845,32.2154,1.32363
0.107827,19.6493,43.8637,5.55664
0.0726323,11.68,26.1518,3.24808
0.0939384,15.2483,12.5067,2.53467
0.0902375,13.7717,10.4156,1.52388
0.195433,2.12429,43.6156,1.7126
0.090599,3.79352,48.8476,4.45795
0.0659176,30.1731,21.9471,5.11641
0.0510338,38.1926,19.6484,7.30253
0.0534846,17.4166,35.4175,9.82573
0.0604047,33.4299,31.2113,1.57603
0.220356,28.6536,42.6375,0.497853
0.0686189,25.8721,48.1986,8.63037
0.0861568,13.5073,16.6283,1.16791
0.164444,33.664,4.57376,8.94278
0.151706,20.4348,1.97402,1.72254
0.0506951,3.58068,27.5045,5.70669
0.0686569,0.0572272,6.65764,8.22436
0.0715654,40.9444,37.9439,4.2646
0.101097,4.48777,41.5604,5.84759
0.390036,34.6048,47.2808,1.69193
0.0748293,10.7772,49.3606,5.41901
0.0644127,27.7555,18.7115,5.45235
0.0781924,5.24151,38.6826,8.10291
0.105654,1.19842,35.6573,4.96179
0.0596095,37.9351,3.11841,3.4506
0.0566115,19.3752,27.1421,1.66255
0.0879678,21.5099,4.20546,5.37053
0.0587878,13.3541,25.0472,3.70519
0.085474,29.3428,48.8625,0.409672
0.0732306,14.772,36.0463,8.07743
0.0539128,27.1978,30.4407,3.08958
0.0530952,16.3261,39.292,7.18099
0.0890461,43.8319,48.6384,2.70461
0.104479,15.346,28.863,2.82195
0.127793,35.7944,38.0862,0.158244
0.0503554,45.987,13.752,4.82865
0.0585007,4.91033,45.8469,7.07221
0.126638,23.7943,1.47558,8.53513
0.1429,19.5373,49.8801,3.47944
0.0634982,23.0495,20.9165,2.2157
0.0738608,47.1609,41.4421,5.88258
0.0762335,30.6732,30.9432,1.49036
0.0744954,19.6159,20.7511,1.30873
0.0507896,38.1024,1.87233,6.73157
0.0784628,9.52928,47.8277,0.363605
0.127349,32.6237,49.129,2.86738
0.122415,22.6395,36.4218,4.41271
0.0655388,23.219,24.3642,8.83975
0.0588169,7.16945,10.9257,2.21904
0.0504973,49.8397,7.77368,2.76937
0.061331,39.7289,4.86071,8.94594
0.129649,22.4829,8.58404,0.988319
0.0606414,7.41385,29.6146,5.10586
0.0550707,17.4442,30.4485,2.17697
0.0719627,41.5703,16.5258,5.32167
0.0550863,48.711,49.6869,1.45443
0.115495,30.4371,23.0776,3.86932
0.058627,36.2931,45.8333,0.245849
0.0536741,2.08072,49.6067,0.336754
0.106279,49.4122,48.4808,8.68984
0.0500016,21.6221,2.62843,7.96839
0.076386,13.3643,9.82419,7.53057
0.0771033,17.9667,43.3269,2.90629
0.0605322,1.51578,42.0058,9.877
0.0552927,31.9948,47.2801,3.98799
0.0641224,30.5628,45.4434,2.85349
0.0649827,35.5753,30.8719,7.57539
0.0525305,4.19267,31.8759,1.05476
0.145668,9.98869,35.2408,9.31294
0.0599075,26.1255,34.1519,1.56992
0.0658357,11.2002,28.4781,3.06005
0.0541791,0.464819,9.43419,1.11622
0.0715736,12.5899,40.8101,1.32291
0.0600973,14.1579,0.607913,2.18522
0.0711469,25.9005,28.4456,3.83597
0.0887965,19.9934,23.1395,7.20776
0.0848938,41.2738,3.61169,2.05262
0.0725288,47.4486,1.3675,6.12618
0.0697592,15.2522,1.07912,7.1163
0.0708077,3.62149,38.1333,1.07828
0.065359,33.7051,24.0022,3.65914
0.255977,22.3467,20.6929,8.37143
0.0708499,6.63465,40.0815,1.18058
0.0693143,23.0361,16.5179,2.49152
0.0589971,48.8111,16.3166,7.00911
0.0639023,37.4351,36.2831,9.93356
0.0629343,40.1391,3.66418,8.54307
0.053137,37.3494,16.5082,5.45284
0.0543205,7.53882,0.379521,0.3568
0.0515331,47.8855,31.7683,9.66055
0.0692909,22.3658,40.0262,1.34432
0.202544,5.49429,15.4955,7.38198
0.0533631,31.0825,35.437,1.32682
0.108037,49.5802,26.0185,9.32466
0.0694716,36.1173,39.1102,8.1094
0.126977,11.2662,25.0583,6.69631
0.129862,10.7648,2.81396,5.11077
0.0700715,46.6943,1.59005,7.27514
0.120779,46.3368,34.3783,3.38954
0.108644,32.3926,42.5267,4.48282
0.0756179,22.7429,22.8971,2.97784
0.0728829,1.22488,28.5275,5.512
0.0556211,8.324,8.37698,0.837628
0.0644224,27.6391,34.117,6.68835
0.0694699,10.0678,23.1056,0.635817
0.194069,20.4852,45.7078,4.06632
0.0904429,33.9955,46.1463,0.664853
0.0533881,44.9955,21.7084,5.79879
0.120646,28.5409,39.0579,4.30558
0.131457,15.9604,18.5036,5.62812
0.0560545,13.5699,8.86983,2.50089
0.0692538,10.5047,15.2418,9.03961
0.0508675,35.4682,23.9681,2.45028
0.0541628,42.2636,37.2826,7.20693
0.0527912,5.27609,18.2012,2.19202
0.0519715,1.37033,45.1777,8.44959
0.0560311,38.9584,14.0698,8.64401
0.0682913,11.0995,29.5099,0.533898
0.150698,6.10214,12.7987,5.39166
0.0816351,27.0416,47.8198,8.73776
0.0620413,7.65135,37.0416,7.20978
0.0510585,44.903,31.0666,0.601585
0.0616814,35.2256,31.8753,2.50127
0.0516398,35.1069,41.6501,4.85229
0.0549555,13.1901,15.2387,3.015
0.203706,31.5341,32.2232,5.2997
0.0736798,2.86012,37.5846,0.017048
0.0778961,8.49207,16.7367,1.78404
0.0511515,6.94143,43.4186,9.33345
0.0910911,33.4416,34.6271,8.32822
0.0505549,29.1543,24.214,5.41407
0.13743,39.9825,13.9903,7.04995
0.0760462,21.576,46.2071,1.91293
0.0599577,14.5293,28.6032,7.45154
0.0881878,1.43488,17.5539,4.09928
0.0578814,49.7731,49.272,5.10379
0.138837,15.3153,32.6978,9.11048
0.0547778,28.6485,44.3839,5.24498
0.0513578,24.4001,34.7881,4.49959
0.145565,11.9584,48.2387,4.88143
0.106202,42.6358,23.9725,9.47928
0.0612107,35.5211,24.682,7.7034
0.120692,43.0616,40.5498,5.56527
0.0687152,37.044,2.26727,5.31355
0.0928099,24.1782,29.7622,7.72527
0.19353,35.0005,35.3845,5.66653
0.0618324,48.3849,3.60773,8.02115
0.0842888,49.1814,29.9452,9.39164
0.0662416,41.2444,27.1252,6.91592
0.0605521,48.7089,30.616,3.70569
0.10479,19.9166,8.41734,2.30824
0.0649658,44.9977,35.7235,3.54835
0.145927,15.5979,12.4715,4.5811
0.0554704,4.51066,14.6455,2.17521
0.0600393,28.4448,14.5791,8.45155
0.0516226,17.4769,33.192,3.34713
0.232212,0.603134,37.2616,0.289708
0.0573523,37.5489,22.0381,2.20551
0.119581,10.9411,26.0676,3.63312
0.135596,41.3769,28.6949,4.50434
0.165989,42.5079,42.8049,3.07852
0.0605079,21.8994,24.7882,3.40292
0.0966838,28.009,44.6551,9.63223
0.078874,48.3223,40.2452,1.7936
0.134292,16.4348,19.8751,4.61279
0.0510026,24.7871,36.4656,7.95921
0.0649947,20.8756,30.4642,4.45921
0.0592239,23.2409,18.1449,8.0759
0.115629,30.0227,17.2725,4.38902
0.0702584,40.166,17.0754,0.00857802
0.14847,29.4472,6.71756,9.78991
0.050468,45.7374,8.54066,2.73142
0.233847,26.5584,10.6855,3.47898
0.133413,46.2611,4.84521,8.25758
0.0543122,15.487,44.6695,1.33906
0.079894,18.9645,16.049,5.86003
0.0533097,37.106,32.7038,9.97767
0.0527515,22.9423,4.59415,9.06629
0.0513491,11.4996,49.2095,2.89483
0.0904539,38.7604,20.3103,4.39136
0.065249,24.2081,9.99977,1.56037
0.0764035,3.13613,40.0213,5.07425
0.0817748,40.4234,0.160451,6.34795
0.125274,42.1259,4.45253,4.43949
0.101464,40.7017,49.3028,7.23372
0.0892704,47.6143,35.2213,3.91553
0.0921004,4.35802,48.8843,2.18994
0.162088,8.4316,10.3526,2.65366
0.0505609,32.0903,4.58547,7.5164
0.0558822,43.2168,8.25557,8.20517
0.0513547,16.7048,12.6076,0.652449
0.0530685,30.4209,3.99323,6.63922
0.0960139,49.0555,14.3192,3.21064
0.0530532,6.22756,3.02369,3.9874
0.0575021,49.926,22.1851,5.68784
0.051129,37.8211,48.4473,9.58389
0.0517204,43.7789,14.4439,9.28841
0.0598512,21.5523,45.2359,1.40253
0.0554076,16.5673,16.3068,3.48827
0.0979575,18.1104,33.1737,9.16682
0.070565,39.5454,10.2853,2.91974
0.133294,21.3149,6.13067,8.93088
0.149007,38.548,33.0112,3.25465
0.0920679,31.3823,9.7781,8.54977
0.0616245,12.5589,43.2827,7.09372
0.079413,44.1917,20.2951,5.13706
0.0577529,4.19415,19.6728,1.33296
0.0706045,45.6545,33.4225,8.81346
0.17093,26.8696,34.4463,1.92108
0.0902562,30.4285,8.39326,8.18177
0.20454,47.8943,37.2238,1.22622
0.0694096,48.5236,33.3516,6.24043
0.0787522,10.237,15.0035,8.25685
0.113325,14.3226,36.8978,3.98845
0.0505414,41.0953,40.1311,9.36121
0.0688013,14.1434,5.02048,3.74448
0.38251,28.4819,14.4828,8.06902
0.0592627,46.5012,15.5292,4.75194
0.168163,1.4096,27.3181,8.35322
0.0593056,36.0881,22.8769,8.23722
0.0535076,10.1097,44.7408,4.76249
0.0742544,26.2665,8.23479,1.2693
0.0844473,22.181,14.25,1.41337
0.0579776,10.1264,1.96009,5.93988
0.134259,29.6378,43.7822,6.16675
0.059579,47.4777,30.5333,7.38193
0.0544018,33.0673,39.3861,4.69325
0.0780976,13.0967,9.71147,0.0268419
0.0619505,20.0417,25.9487,5.24524
0.250178,0.0184542,25.1646,0.249283
0.137757,43.326,45.1416,1.47046
0.0768639,16.9642,22.5691,4.45179
0.0970587,17.7503,41.249,8.10216
0.0663461,3.56884,41.2332,7.25835
0.212047,24.3949,27.024,8.17542
0.0807037,23.4446,27.9898,6.87769
0.175246,10.3613,46.8919,5.10529
0.060912,24.2736,13.3685,6.40757
0.0865263,3.97079,22.1894,7.00977
0.0573352,0.667734,26.7964,3.40558
0.053,25.6363,15.1461,5.56038
0.0692682,18.8113,45.6883,8.16477
0.0582589,3.92639,40.9899,5.19934
0.0579155,45.4981,33.6151,4.896
0.118113,32.1648,3.51615,4.55125
0.0567338,21.2001,24.617,1.29188
0.0886549,22.1714,8.64799,9.1008
0.0548005,42.3073,45.7458,9.37065
0.0514126,27.4574,40.0515,2.23659
0.0983358,13.3268,28.8213,9.89522
0.129005,25.1254,9.46425,3.89747
0.101413,11.6934,31.3895,3.85707
0.0772242,38.3127,1.12648,7.92331
0.0939594,37.0248,9.35476,6.44125
0.0562278,19.2103,44.8959,8.72228
0.0578398,45.5989,7.09572,2.85061
0.262774,2.53626,21.8017,7.74885
0.0875457,5.98103,36.3094,9.4506
0.0528197,9.35024,29.9927,2.98215
0.0544161,47.7187,48.0967,4.26757
0.0502423,25.5724,24.6317,7.22389
0.0742753,36.2416,18.4017,8.33593
0.0596929,30.765,42.1547,2.47944
0.0643539,19.0915,38.355,1.91821
0.0698978,7.86529,45.2824,6.40852
0.0752553,35.5227,11.8064,7.26985
